"No.","Time","Source","Destination","Protocol","Length","Info"
"6073","48.380036","10.50.2.42","200.129.233.13","TCP","82","[TCP Dup ACK 6004#7] 60408  >  443 [ACK] Seq=5654 Ack=379414 Win=130816 Len=0 SLE=392438 SRE=393850 SLE=386474 SRE=390710 SLE=380826 SRE=385062"
"6074","48.385369","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6075","48.385369","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=768331 Ack=197162 Win=141568 Len=1412"
"6076","48.385485","10.50.2.42","200.129.233.13","TCP","74","60408  >  443 [ACK] Seq=5654 Ack=385062 Win=130816 Len=0 SLE=392438 SRE=393850 SLE=386474 SRE=390710"
"6077","48.385558","10.50.2.42","172.217.28.36","TCP","74","[TCP Dup ACK 6069#1] 60366  >  443 [ACK] Seq=197162 Ack=765507 Win=130816 Len=0 SLE=766919 SRE=771155 SLE=775391 SRE=778215"
"6078","48.385611","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=772567 Ack=197162 Win=141568 Len=1412"
"6079","48.385643","10.50.2.42","172.217.28.36","TCP","82","[TCP Dup ACK 6069#2] 60366  >  443 [ACK] Seq=197162 Ack=765507 Win=130816 Len=0 SLE=772567 SRE=773979 SLE=766919 SRE=771155 SLE=775391 SRE=778215"
"6080","48.390451","200.129.233.13","10.50.2.42","TCP","1466","[TCP Out-Of-Order] 443  >  60408 [ACK] Seq=385062 Ack=5654 Win=268800 Len=1412"
"6081","48.390549","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=390710 Win=130816 Len=0 SLE=392438 SRE=393850"
"6082","48.393569","18.67.130.129","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60420 [ACK] Seq=4321 Ack=1778 Win=71680 Len=1440"
"6083","48.393629","10.50.2.42","18.67.130.129","TCP","66","[TCP Dup ACK 6059#2] 60420  >  443 [ACK] Seq=1778 Ack=2881 Win=65280 Len=0 SLE=4321 SRE=6002"
"6084","48.395785","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60421 [ACK] Seq=1 Ack=1725 Win=71680 Len=1440"
"6085","48.395940","10.50.2.42","108.139.182.81","TCP","66","60421  >  443 [ACK] Seq=1725 Ack=1441 Win=65280 Len=0 SLE=5761 SRE=5966"
"6086","48.399934","172.217.192.84","10.50.2.42","TCP","66","443  >  60417 [ACK] Seq=1 Ack=2285 Win=994048 Len=0 SLE=1 SRE=2285"
"6087","48.399934","172.217.28.36","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6088","48.400024","10.50.2.42","172.217.28.36","TCP","82","[TCP Dup ACK 6069#3] 60366  >  443 [ACK] Seq=197162 Ack=765507 Win=130816 Len=0 SLE=775391 SRE=779627 SLE=772567 SRE=773979 SLE=766919 SRE=771155"
"6089","48.400111","172.217.192.84","10.50.2.42","TLSv1.2","110","[TCP Previous segment not captured] , Ignored Unknown Record"
"6090","48.400132","10.50.2.42","172.217.192.84","TCP","66","[TCP Dup ACK 6015#1] 60417  >  443 [ACK] Seq=2285 Ack=1 Win=65280 Len=0 SLE=1413 SRE=1469"
"6091","48.402454","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=197162 Ack=765507 Win=130816 Len=1412 [TCP PDU reassembled in 6093]"
"6092","48.402454","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=198574 Ack=765507 Win=130816 Len=1412 [TCP PDU reassembled in 6093]"
"6093","48.402454","10.50.2.42","172.217.28.36","TLSv1.3","834","Application Data"
"6094","48.403500","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=771155 Ack=197162 Win=141568 Len=1412"
"6095","48.403591","10.50.2.42","172.217.28.36","TCP","74","[TCP Dup ACK 6069#4] 60366  >  443 [ACK] Seq=200766 Ack=765507 Win=130816 Len=0 SLE=766919 SRE=773979 SLE=775391 SRE=779627"
"6096","48.404745","18.67.130.129","10.50.2.42","TLSv1.3","1494","[TCP Fast Retransmission] , Application Data"
"6097","48.404863","10.50.2.42","18.67.130.129","TCP","54","60420  >  443 [ACK] Seq=1778 Ack=6002 Win=65280 Len=0"
"6098","48.409045","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6099","48.409112","10.50.2.42","200.129.233.13","TCP","74","[TCP Dup ACK 6081#1] 60408  >  443 [ACK] Seq=5654 Ack=390710 Win=130816 Len=0 SLE=396674 SRE=398086 SLE=392438 SRE=393850"
"6100","48.414487","10.50.2.42","172.217.29.42","TCP","66","60422  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"6101","48.415182","172.217.28.36","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6102","48.415182","172.217.28.36","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6103","48.415280","10.50.2.42","172.217.28.36","TCP","66","[TCP Dup ACK 6069#5] 60366  >  443 [ACK] Seq=200766 Ack=765507 Win=130816 Len=0 SLE=766919 SRE=779627"
"6104","48.415341","10.50.2.42","172.217.28.36","TCP","74","[TCP Dup ACK 6069#6] 60366  >  443 [ACK] Seq=200766 Ack=765507 Win=130816 Len=0 SLE=782451 SRE=783863 SLE=766919 SRE=779627"
"6105","48.415393","172.217.28.36","10.50.2.42","TCP","66","443  >  60366 [ACK] Seq=783863 Ack=198574 Win=140288 Len=0 SLE=199986 SRE=200766"
"6106","48.415393","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=783863 Ack=200766 Win=139008 Len=0"
"6107","48.415393","172.217.28.36","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6108","48.415512","10.50.2.42","172.217.28.36","TCP","66","60366  >  443 [ACK] Seq=200766 Ack=779627 Win=130816 Len=0 SLE=782451 SRE=783863"
"6109","48.418542","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=200766 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6111]"
"6110","48.418542","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=202178 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6111]"
"6111","48.418542","10.50.2.42","172.217.28.36","TLSv1.3","849","Application Data"
"6112","48.426336","200.129.233.13","10.50.2.42","TCP","1466","[TCP Out-Of-Order] 443  >  60408 [ACK] Seq=390710 Ack=5654 Win=268800 Len=1412"
"6113","48.426336","200.129.233.13","10.50.2.42","TCP","370","[TCP Out-Of-Order] 443  >  60408 [PSH, ACK] Seq=392122 Ack=5654 Win=268800 Len=316"
"6114","48.426336","172.217.28.36","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6115","48.426471","10.50.2.42","200.129.233.13","TCP","74","60408  >  443 [ACK] Seq=5654 Ack=392122 Win=130816 Len=0 SLE=396674 SRE=398086 SLE=392438 SRE=393850"
"6116","48.426553","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=393850 Win=130816 Len=0 SLE=396674 SRE=398086"
"6117","48.426602","10.50.2.42","172.217.28.36","TCP","74","[TCP Dup ACK 6108#1] 60366  >  443 [ACK] Seq=204385 Ack=779627 Win=130816 Len=0 SLE=786687 SRE=788099 SLE=782451 SRE=783863"
"6118","48.426719","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=204385 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6120]"
"6119","48.426719","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=205797 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6120]"
"6120","48.426719","10.50.2.42","172.217.28.36","TLSv1.3","1099","Application Data"
"6121","48.426826","172.217.28.36","10.50.2.42","TLSv1.3","1466","Continuation Data"
"6122","48.426826","172.217.29.42","10.50.2.42","TCP","66","443  >  60422 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"6123","48.426844","10.50.2.42","172.217.28.36","TLSv1.3","89","Application Data"
"6124","48.426884","10.50.2.42","172.217.28.36","TCP","74","[TCP Dup ACK 6108#2] 60366  >  443 [ACK] Seq=208289 Ack=779627 Win=130816 Len=0 SLE=786687 SRE=789511 SLE=782451 SRE=783863"
"6125","48.427022","10.50.2.42","172.217.29.42","TCP","54","60422  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"6126","48.427798","10.50.2.42","172.217.29.42","TCP","1466","60422  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 6127]"
"6127","48.427798","10.50.2.42","172.217.29.42","TLSv1.2","958","Client Hello (SNI=optimizationguide-pa.googleapis.com)"
"6128","48.430354","172.217.28.36","10.50.2.42","TCP","66","443  >  60366 [ACK] Seq=789511 Ack=202178 Win=140288 Len=0 SLE=203590 SRE=204385"
"6129","48.430354","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=789511 Ack=204385 Win=139008 Len=0"
"6130","48.430354","172.217.29.42","10.50.2.42","TCP","60","443  >  60422 [ACK] Seq=1 Ack=1413 Win=994048 Len=0"
"6131","48.430488","10.50.2.42","108.139.182.81","TCP","66","60423  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"6132","48.430916","10.50.2.42","18.67.130.129","TLSv1.3","118","Change Cipher Spec, Application Data"
"6133","48.431246","10.50.2.42","18.67.130.129","TLSv1.3","146","Application Data"
"6134","48.431513","10.50.2.42","18.67.130.129","TLSv1.3","486","Application Data"
"6135","48.432742","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=208289 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6138]"
"6136","48.432742","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=209701 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6138]"
"6137","48.432742","10.50.2.42","172.217.28.36","TCP","1466","60366  >  443 [ACK] Seq=211113 Ack=779627 Win=130816 Len=1412 [TCP PDU reassembled in 6138]"
"6138","48.432742","10.50.2.42","172.217.28.36","TLSv1.3","538","Application Data"
"6139","48.436070","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6140","48.436160","10.50.2.42","200.129.233.13","TCP","74","[TCP Dup ACK 6116#1] 60408  >  443 [ACK] Seq=5654 Ack=393850 Win=130816 Len=0 SLE=400910 SRE=402322 SLE=396674 SRE=398086"
"6141","48.436232","52.253.67.116","10.50.2.42","TCP","66","443  >  60416 [ACK] Seq=1 Ack=1828 Win=1013760 Len=0 SLE=1 SRE=1828"
"6142","48.436787","52.253.67.116","10.50.2.42","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"6143","48.436887","10.50.2.42","52.253.67.116","TCP","54","60416  >  443 [ACK] Seq=1828 Ack=2921 Win=65280 Len=0"
"6144","48.437428","52.253.67.116","10.50.2.42","TCP","1230","443  >  60416 [PSH, ACK] Seq=2921 Ack=1828 Win=64512 Len=1176 [TCP PDU reassembled in 6408]"
"6145","48.437428","52.253.67.116","10.50.2.42","TLSv1.3","320","[TCP Previous segment not captured] , Continuation Data"
"6146","48.437541","10.50.2.42","52.253.67.116","TCP","66","60416  >  443 [ACK] Seq=1828 Ack=4097 Win=64256 Len=0 SLE=7017 SRE=7283"
"6147","48.440054","172.217.28.36","10.50.2.42","TCP","66","[TCP Previous segment not captured] 443  >  60366 [ACK] Seq=790923 Ack=205797 Win=140288 Len=0 SLE=207209 SRE=208254"
"6148","48.440054","172.217.28.36","10.50.2.42","TCP","66","[TCP Dup ACK 6147#1] 443  >  60366 [ACK] Seq=790923 Ack=205797 Win=140288 Len=0 SLE=207209 SRE=208289"
"6149","48.440144","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=790923 Ack=208289 Win=137984 Len=0"
"6150","48.440144","172.217.29.42","10.50.2.42","TCP","66","443  >  60422 [ACK] Seq=1 Ack=2317 Win=994048 Len=0 SLE=1 SRE=2317"
"6151","48.443951","18.67.130.129","10.50.2.42","TCP","60","443  >  60420 [ACK] Seq=6002 Ack=1842 Win=71680 Len=0"
"6152","48.443951","18.67.130.129","10.50.2.42","TLSv1.3","233","Application Data"
"6153","48.443951","18.67.130.129","10.50.2.42","TLSv1.3","116","Application Data"
"6154","48.444049","10.50.2.42","18.67.130.129","TCP","54","60420  >  443 [ACK] Seq=2366 Ack=6243 Win=65280 Len=0"
"6155","48.444180","108.139.182.81","10.50.2.42","TCP","66","443  >  60423 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"6156","48.444298","10.50.2.42","108.139.182.81","TCP","54","60423  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"6157","48.444368","10.50.2.42","18.67.130.129","TLSv1.3","85","Application Data"
"6158","48.444909","10.50.2.42","108.139.182.81","TCP","1494","60423  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1440 [TCP PDU reassembled in 6159]"
"6159","48.444909","10.50.2.42","108.139.182.81","TLSv1.3","338","Client Hello (SNI=www.uol.com.br)"
"6160","48.450497","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=790923 Ack=211113 Win=139008 Len=0"
"6161","48.450497","18.67.130.129","10.50.2.42","TCP","60","443  >  60420 [ACK] Seq=6243 Ack=2366 Win=74240 Len=0"
"6162","48.450497","18.67.130.129","10.50.2.42","TLSv1.3","85","Application Data"
"6163","48.450639","200.129.233.13","10.50.2.42","TCP","2878","[TCP Out-Of-Order] 443  >  60408 [PSH, ACK] Seq=393850 Ack=5654 Win=268800 Len=2824"
"6164","48.450639","18.67.130.129","10.50.2.42","TLSv1.3","164","[TCP Previous segment not captured] , Continuation Data"
"6165","48.450639","108.139.182.81","10.50.2.42","TCP","60","443  >  60423 [ACK] Seq=1 Ack=1441 Win=1013760 Len=0"
"6166","48.450695","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=398086 Win=130816 Len=0 SLE=400910 SRE=402322"
"6167","48.450748","10.50.2.42","18.67.130.129","TCP","66","60420  >  443 [ACK] Seq=2397 Ack=6274 Win=65024 Len=0 SLE=7714 SRE=7824"
"6168","48.467038","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6169","48.467038","172.217.28.36","10.50.2.42","TCP","66","[TCP Dup ACK 6160#1] 443  >  60366 [ACK] Seq=790923 Ack=211113 Win=140032 Len=0 SLE=212525 SRE=213009"
"6170","48.467111","10.50.2.42","200.129.233.13","TCP","74","[TCP Dup ACK 6166#1] 60408  >  443 [ACK] Seq=5654 Ack=398086 Win=130816 Len=0 SLE=405146 SRE=406558 SLE=400910 SRE=402322"
"6171","48.467201","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=790923 Ack=213009 Win=139008 Len=0"
"6172","48.467201","108.139.182.81","10.50.2.42","TCP","66","443  >  60423 [ACK] Seq=1 Ack=1725 Win=1013760 Len=0 SLE=1 SRE=1725"
"6173","48.467201","108.139.182.81","10.50.2.42","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"6174","48.467201","200.129.233.13","10.50.2.42","TCP","2878","[TCP Out-Of-Order] 443  >  60408 [PSH, ACK] Seq=398086 Ack=5654 Win=268800 Len=2824"
"6175","48.467201","108.139.182.81","10.50.2.42","TCP","1494","[TCP Previous segment not captured] 443  >  60423 [ACK] Seq=4321 Ack=1725 Win=71680 Len=1440 [TCP PDU reassembled in 6199]"
"6176","48.467301","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=402322 Win=130816 Len=0 SLE=405146 SRE=406558"
"6177","48.467324","10.50.2.42","108.139.182.81","TCP","66","60423  >  443 [ACK] Seq=1725 Ack=1441 Win=65280 Len=0 SLE=4321 SRE=5761"
"6178","48.470515","200.129.233.13","10.50.2.42","TLSv1.3","1466","Continuation Data"
"6179","48.470565","10.50.2.42","200.129.233.13","TCP","66","[TCP Dup ACK 6176#1] 60408  >  443 [ACK] Seq=5654 Ack=402322 Win=130816 Len=0 SLE=405146 SRE=407970"
"6180","48.475418","18.67.130.129","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60420 [ACK] Seq=6274 Ack=2397 Win=74240 Len=1440"
"6181","48.475418","200.129.233.13","10.50.2.42","TLSv1.3","1466","Continuation Data"
"6182","48.475530","10.50.2.42","18.67.130.129","TCP","54","60420  >  443 [ACK] Seq=2397 Ack=7824 Win=65280 Len=0"
"6183","48.475591","10.50.2.42","200.129.233.13","TCP","66","[TCP Dup ACK 6176#2] 60408  >  443 [ACK] Seq=5654 Ack=402322 Win=130816 Len=0 SLE=405146 SRE=409382"
"6184","48.481777","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6185","48.481777","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Continuation Data"
"6186","48.481897","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=403734 Win=130816 Len=0 SLE=405146 SRE=409382"
"6187","48.481998","10.50.2.42","200.129.233.13","TCP","54","60408  >  443 [ACK] Seq=5654 Ack=409382 Win=130816 Len=0"
"6188","48.482976","10.50.2.42","172.217.29.34","TLSv1.3","145","Application Data"
"6189","48.486877","10.50.3.68","224.0.0.251","MDNS","588","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""68""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-63.local PTR, cache flush Android-63.local PTR, cache flush Android-63.local A, cache flush 10.50.3.68 AAAA, cache flush fe80::dd8b:ba75:50e6:b64e NSEC, cache flush {""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""68""}._mi-connect._udp.local NSEC, cache flush 68.3.50.10.in-addr.arpa NSEC, cache flush E.4.6.B.6.E.0.5.5.7.A.B.B.8.D.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-63.local"
"6190","48.487936","172.217.192.84","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60417 [ACK] Seq=1 Ack=2285 Win=267520 Len=1412"
"6191","48.488042","10.50.2.42","172.217.192.84","TCP","54","60417  >  443 [ACK] Seq=2285 Ack=1469 Win=65280 Len=0"
"6192","48.491632","10.50.2.42","172.217.192.84","TLSv1.2","128","Change Cipher Spec, Application Data"
"6193","48.492077","10.50.2.42","172.217.192.84","TLSv1.2","146","Application Data"
"6194","48.493173","10.50.2.42","172.217.192.84","TCP","1466","60417  >  443 [ACK] Seq=2451 Ack=1469 Win=65280 Len=1412 [TCP PDU reassembled in 6197]"
"6195","48.493173","10.50.2.42","172.217.192.84","TCP","1466","60417  >  443 [ACK] Seq=3863 Ack=1469 Win=65280 Len=1412 [TCP PDU reassembled in 6197]"
"6196","48.493173","10.50.2.42","172.217.192.84","TCP","1466","60417  >  443 [ACK] Seq=5275 Ack=1469 Win=65280 Len=1412 [TCP PDU reassembled in 6197]"
"6197","48.493173","10.50.2.42","172.217.192.84","TLSv1.2","1449","Application Data"
"6198","48.493462","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60423 [PSH, ACK] Seq=2881 Ack=1725 Win=71680 Len=1440 [TCP PDU reassembled in 6199]"
"6199","48.493462","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60423 [ACK] Seq=1441 Ack=1725 Win=71680 Len=1440"
"6200","48.493550","10.50.2.42","108.139.182.81","TCP","66","[TCP Dup ACK 6177#1] 60423  >  443 [ACK] Seq=1725 Ack=1441 Win=65280 Len=0 SLE=2881 SRE=5761"
"6201","48.493660","10.50.2.42","108.139.182.81","TCP","54","60423  >  443 [ACK] Seq=1725 Ack=5761 Win=65280 Len=0"
"6202","48.493781","200.129.233.13","10.50.2.42","TLSv1.3","1466","Continuation Data"
"6203","48.496392","172.217.29.34","10.50.2.42","TCP","60","443  >  60406 [ACK] Seq=42707 Ack=2591 Win=267520 Len=0"
"6204","48.496392","172.217.29.34","10.50.2.42","TLSv1.3","204","Application Data"
"6205","48.497096","200.129.233.13","10.50.2.42","TLSv1.3","1466","Continuation Data"
"6206","48.497096","172.217.29.34","10.50.2.42","TLSv1.3","1466","Application Data"
"6207","48.497253","10.50.2.42","200.129.233.13","TCP","54","60408  >  443 [ACK] Seq=5654 Ack=412206 Win=130816 Len=0"
"6208","48.497324","10.50.2.42","172.217.29.34","TCP","54","60406  >  443 [ACK] Seq=2591 Ack=44269 Win=65280 Len=0"
"6209","48.500201","200.129.233.13","10.50.2.42","TLSv1.3","1069","Continuation Data"
"6210","48.500201","172.217.29.42","10.50.2.42","TLSv1.2","126","[TCP Previous segment not captured] , Ignored Unknown Record"
"6211","48.500362","10.50.2.42","172.217.29.42","TCP","66","[TCP Dup ACK 6125#1] 60422  >  443 [ACK] Seq=2317 Ack=1 Win=65280 Len=0 SLE=1413 SRE=1485"
"6212","48.500460","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Application Data"
"6213","48.500489","10.50.2.42","172.217.29.34","TCP","66","[TCP Dup ACK 6208#1] 60406  >  443 [ACK] Seq=2591 Ack=44269 Win=65280 Len=0 SLE=56977 SRE=58389"
"6214","48.509123","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Application Data"
"6215","48.509201","10.50.2.42","172.217.29.34","TCP","74","[TCP Dup ACK 6208#2] 60406  >  443 [ACK] Seq=2591 Ack=44269 Win=65280 Len=0 SLE=65449 SRE=66861 SLE=56977 SRE=58389"
"6216","48.518415","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Application Data"
"6217","48.518415","108.139.182.81","10.50.2.42","TLSv1.3","259","Application Data, Application Data"
"6218","48.518504","10.50.2.42","172.217.29.34","TCP","82","[TCP Dup ACK 6208#3] 60406  >  443 [ACK] Seq=2591 Ack=44269 Win=65280 Len=0 SLE=73921 SRE=75333 SLE=65449 SRE=66861 SLE=56977 SRE=58389"
"6219","48.519497","200.129.233.13","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6220","48.519497","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Application Data"
"6221","48.519585","10.50.2.42","200.129.233.13","TCP","66","60408  >  443 [ACK] Seq=5654 Ack=413221 Win=130048 Len=0 SLE=418869 SRE=420281"
"6222","48.519692","10.50.2.42","172.217.29.34","TCP","82","60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=73921 SRE=75333 SLE=65449 SRE=66861 SLE=56977 SRE=58389"
"6223","48.519891","172.217.29.34","10.50.2.42","TCP","1466","[TCP Out-Of-Order] 443  >  60406 [ACK] Seq=51329 Ack=2591 Win=267520 Len=1412"
"6224","48.519891","172.217.29.34","10.50.2.42","TCP","1466","[TCP Out-Of-Order] 443  >  60406 [ACK] Seq=54153 Ack=2591 Win=267520 Len=1412"
"6225","48.519963","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#1] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=51329 SRE=52741 SLE=73921 SRE=75333 SLE=65449 SRE=66861 SLE=56977 SRE=58389"
"6226","48.520028","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#2] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=54153 SRE=55565 SLE=51329 SRE=52741 SLE=73921 SRE=75333 SLE=65449 SRE=66861"
"6227","48.521505","10.50.2.42","108.139.182.81","TLSv1.3","118","Change Cipher Spec, Application Data"
"6228","48.522096","10.50.2.42","108.139.182.81","TLSv1.3","146","Application Data"
"6229","48.522558","10.50.2.42","108.139.182.81","TCP","1494","60423  >  443 [ACK] Seq=1881 Ack=5966 Win=65280 Len=1440 [TCP PDU reassembled in 6230]"
"6230","48.522558","10.50.2.42","108.139.182.81","TLSv1.3","316","Application Data"
"6231","48.527344","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Application Data"
"6232","48.527440","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#3] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=62625 SRE=64037 SLE=54153 SRE=55565 SLE=51329 SRE=52741 SLE=73921 SRE=75333"
"6233","48.533508","200.129.233.13","10.50.2.42","TCP","2878","[TCP Previous segment not captured] 443  >  60408 [ACK] Seq=428753 Ack=5654 Win=268800 Len=2824"
"6234","48.533581","10.50.2.42","200.129.233.13","TCP","74","[TCP Dup ACK 6221#1] 60408  >  443 [ACK] Seq=5654 Ack=413221 Win=130048 Len=0 SLE=428753 SRE=431577 SLE=418869 SRE=420281"
"6235","48.536502","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Fast Retransmission] , Application Data"
"6236","48.536502","172.217.29.34","10.50.2.42","TLSv1.3","1466","Application Data"
"6237","48.536594","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#4] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=65449 SRE=68273 SLE=62625 SRE=64037 SLE=54153 SRE=55565 SLE=51329 SRE=52741"
"6238","48.536655","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#5] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=73921 SRE=76745 SLE=65449 SRE=68273 SLE=62625 SRE=64037 SLE=54153 SRE=55565"
"6239","48.543575","172.217.29.34","10.50.2.42","TLSv1.3","1466","[TCP Previous segment not captured] , Continuation Data"
"6240","48.543663","10.50.2.42","172.217.29.34","TCP","90","[TCP Dup ACK 6222#6] 60406  >  443 [ACK] Seq=2591 Ack=45681 Win=65280 Len=0 SLE=88041 SRE=89453 SLE=73921 SRE=76745 SLE=65449 SRE=68273 SLE=62625 SRE=64037"
"6241","48.544681","200.129.233.13","10.50.2.42","TCP","1466","[TCP Out-Of-Order] 443  >  60408 [ACK] Seq=413221 Ack=5654 Win=268800 Len=1412"
"6242","48.544772","10.50.2.42","200.129.233.13","TCP","74","60408  >  443 [ACK] Seq=5654 Ack=414633 Win=130816 Len=0 SLE=428753 SRE=431577 SLE=418869 SRE=420281"
"6243","48.544982","200.129.233.13","10.50.2.42","TCP","2878","[TCP Out-Of-Order] 443  >  60408 [ACK] Seq=414633 Ack=5654 Win=268800 Len=2824"
"6244","48.545065","10.50.2.42","200.129.233.13","TCP","74","60408  >  443 [ACK] Seq=5654 Ack=417457 Win=130816 Len=0 SLE=428753 SRE=431577 SLE=418869 SRE=420281"
"6245","48.556593","172.217.29.34","10.50.2.42","TLSv1.3","2878","[TCP Fast Retransmission] , Application Data, Application Data"
"6246","48.556593","108.139.182.81","10.50.2.42","TCP","60","443  >  60423 [ACK] Seq=5966 Ack=1881 Win=71680 Len=0"
"6247","48.556707","10.50.2.42","172.217.29.34","TCP","90","60406  >  443 [ACK] Seq=2591 Ack=48505 Win=65280 Len=0 SLE=88041 SRE=89453 SLE=73921 SRE=76745 SLE=65449 SRE=68273 SLE=62625 SRE=64037"
