"No.","Time","Source","Destination","Protocol","Length","Info"
"849","75.990859","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"850","76.269596","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=49/12544, ttl=128 (reply in 851)"
"851","76.275119","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=49/12544, ttl=64 (request in 850)"
"852","77.014349","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"853","77.282838","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=50/12800, ttl=128 (reply in 854)"
"854","77.285940","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=50/12800, ttl=64 (request in 853)"
"855","77.833631","192.168.3.5","192.168.3.255","UDP","86","57621  >  57621 Len=44"
"856","78.038025","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"857","78.301053","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=51/13056, ttl=128 (reply in 858)"
"858","78.312103","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=51/13056, ttl=64 (request in 857)"
"859","78.522984","192.168.3.13","62.148.157.208","BT-DHT","107","Ping"
"860","78.802446","62.148.157.208","192.168.3.13","BT-DHT","110","Response"
"861","79.062968","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"862","79.316053","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=52/13312, ttl=128 (reply in 863)"
"863","79.318924","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=52/13312, ttl=64 (request in 862)"
"864","79.834655","HuaweiDevice_af:a2:95","AzureWaveTec_0e:d2:87","ARP","42","Who has 192.168.3.13? Tell 192.168.3.1"
"865","79.834683","AzureWaveTec_0e:d2:87","HuaweiDevice_af:a2:95","ARP","42","192.168.3.13 is at b4:8c:9d:0e:d2:87"
"866","79.983668","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"867","80.014349","192.168.3.13","200.192.100.13","DNS","79","Standard query 0xaf74 A main.vscode-cdn.net"
"868","80.014523","192.168.3.13","200.192.100.13","DNS","79","Standard query 0x664f HTTPS main.vscode-cdn.net"
"869","80.019970","200.192.100.13","192.168.3.13","DNS","289","Standard query response 0xaf74 A main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0005.t-0009.t-msedge.net CNAME s-part-0005.t-0009.t-msedge.net A 13.107.246.33"
"870","80.019970","200.192.100.13","192.168.3.13","DNS","345","Standard query response 0x664f HTTPS main.vscode-cdn.net CNAME vscode-cdn.z01.azurefd.net CNAME star-azurefd-prod.trafficmanager.net CNAME shed.dual-low.s-part-0005.t-0009.t-msedge.net CNAME s-part-0005.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"871","80.021086","192.168.3.13","13.107.246.33","TCP","66","62993  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"872","80.034609","13.107.246.33","192.168.3.13","TCP","66","443  >  62993 [SYN, ACK] Seq=0 Ack=1 Win=42300 Len=0 MSS=1360 SACK_PERM WS=512"
"873","80.034719","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"874","80.035208","192.168.3.13","13.107.246.33","TCP","1414","62993  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 875]"
"875","80.035208","192.168.3.13","13.107.246.33","TLSv1.3","487","Client Hello (SNI=main.vscode-cdn.net)"
"876","80.046075","13.107.246.33","192.168.3.13","TCP","54","443  >  62993 [ACK] Seq=1 Ack=1794 Win=42496 Len=0"
"877","80.047923","13.107.246.33","192.168.3.13","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"878","80.048296","192.168.3.13","13.107.246.33","TLSv1.3","661","Change Cipher Spec, Client Hello (SNI=main.vscode-cdn.net)"
"879","80.061095","13.107.246.33","192.168.3.13","TLSv1.3","1464","Server Hello, Application Data"
"880","80.061095","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=1510 Ack=2401 Win=42496 Len=1410 [TCP PDU reassembled in 885]"
"881","80.061095","13.107.246.33","192.168.3.13","TCP","1330","443  >  62993 [PSH, ACK] Seq=2920 Ack=2401 Win=42496 Len=1276 [TCP PDU reassembled in 885]"
"882","80.061199","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2401 Ack=4196 Win=65280 Len=0"
"883","80.067040","13.107.246.33","192.168.3.13","TLSv1.3","132","[TCP Previous segment not captured] , Continuation Data"
"884","80.067040","13.107.246.33","192.168.3.13","TCP","1464","[TCP Out-Of-Order] 443  >  62993 [ACK] Seq=4196 Ack=2401 Win=42496 Len=1410 [TCP PDU reassembled in 885]"
"885","80.067040","13.107.246.33","192.168.3.13","TCP","1464","[TCP Out-Of-Order] 443  >  62993 [PSH, ACK] Seq=5606 Ack=2401 Win=42496 Len=1410"
"886","80.067111","192.168.3.13","13.107.246.33","TCP","66","[TCP Dup ACK 882#1] 62993  >  443 [ACK] Seq=2401 Ack=4196 Win=65280 Len=0 SLE=7016 SRE=7094"
"887","80.067191","192.168.3.13","13.107.246.33","TCP","66","62993  >  443 [ACK] Seq=2401 Ack=5606 Win=65280 Len=0 SLE=7016 SRE=7094"
"888","80.067217","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2401 Ack=7094 Win=65280 Len=0"
"889","80.068941","192.168.3.13","13.107.246.33","TLSv1.3","128","Application Data"
"890","80.069085","192.168.3.13","13.107.246.33","TLSv1.3","146","Application Data"
"891","80.069191","192.168.3.13","13.107.246.33","TLSv1.3","326","Application Data"
"892","80.079104","13.107.246.33","192.168.3.13","TCP","54","443  >  62993 [ACK] Seq=7094 Ack=2567 Win=42496 Len=0"
"893","80.079104","13.107.246.33","192.168.3.13","TLSv1.3","341","Application Data"
"894","80.079511","13.107.246.33","192.168.3.13","TLSv1.3","341","Application Data"
"895","80.079551","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2839 Ack=7668 Win=64768 Len=0"
"896","80.081254","13.107.246.33","192.168.3.13","TLSv1.3","125","Application Data"
"897","80.081424","192.168.3.13","13.107.246.33","TLSv1.3","85","Application Data"
"898","80.090718","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=7739 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"899","80.090718","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=9149 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"900","80.090780","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=10559 Win=65280 Len=0"
"901","80.091057","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=10559 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"902","80.091057","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=11969 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"903","80.091107","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=13379 Win=65280 Len=0"
"904","80.091535","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=13379 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"905","80.091535","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=14789 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"906","80.091593","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=16199 Win=65280 Len=0"
"907","80.092389","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=16199 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"908","80.092389","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=17609 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"909","80.092389","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=19019 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 913]"
"910","80.092487","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=20429 Win=65280 Len=0"
"911","80.092894","13.107.246.33","192.168.3.13","TCP","2874","443  >  62993 [PSH, ACK] Seq=20429 Ack=2839 Win=42496 Len=2820 [TCP PDU reassembled in 913]"
"912","80.092984","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=23249 Win=65280 Len=0"
"913","80.093175","13.107.246.33","192.168.3.13","TLSv1.3","1464","Application Data"
"914","80.093221","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=24659 Win=65280 Len=0"
"915","80.093254","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=24659 Ack=2839 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"916","80.093275","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=26069 Win=65280 Len=0"
"917","80.093676","13.107.246.33","192.168.3.13","TCP","2874","443  >  62993 [PSH, ACK] Seq=26069 Ack=2870 Win=42496 Len=2820 [TCP PDU reassembled in 929]"
"918","80.093725","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=28889 Win=65280 Len=0"
"919","80.094099","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=28889 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"920","80.094150","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=30299 Win=65280 Len=0"
"921","80.108001","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=30299 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"922","80.108001","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=31709 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"923","80.108086","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=33119 Win=65280 Len=0"
"924","80.108265","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=33119 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"925","80.108310","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=34529 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 929]"
"926","80.108345","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=35939 Win=65280 Len=0"
"927","80.108777","13.107.246.33","192.168.3.13","TCP","2874","443  >  62993 [PSH, ACK] Seq=35939 Ack=2870 Win=42496 Len=2820 [TCP PDU reassembled in 929]"
"928","80.108808","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=38759 Win=65280 Len=0"
"929","80.109178","13.107.246.33","192.168.3.13","TLSv1.3","2874","Application Data, Application Data"
"930","80.109215","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=41579 Win=65280 Len=0"
"931","80.109592","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=41579 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"932","80.113813","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=42989 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"933","80.113813","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=44399 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"934","80.113813","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=45809 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"935","80.113813","13.107.246.33","192.168.3.13","TCP","4284","443  >  62993 [PSH, ACK] Seq=47219 Ack=2870 Win=42496 Len=4230 [TCP PDU reassembled in 940]"
"936","80.113813","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=51449 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"937","80.113813","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [PSH, ACK] Seq=52859 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"938","80.113945","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=54269 Win=65280 Len=0"
"939","80.114196","13.107.246.33","192.168.3.13","TCP","1464","443  >  62993 [ACK] Seq=54269 Ack=2870 Win=42496 Len=1410 [TCP PDU reassembled in 940]"
"940","80.114196","13.107.246.33","192.168.3.13","TLSv1.3","1303","Application Data"
"941","80.114254","192.168.3.13","13.107.246.33","TCP","54","62993  >  443 [ACK] Seq=2870 Ack=56928 Win=65280 Len=0"
"942","80.187195","192.168.3.13","185.125.190.57","NTP","90","NTP Version 4, client"
"943","80.331179","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=53/13568, ttl=128 (reply in 944)"
"944","80.334215","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=53/13568, ttl=64 (request in 943)"
"945","80.347023","192.168.3.13","192.168.3.5","ICMP","192","Echo (ping) request  id=0x0001, seq=54/13824, ttl=128 (no response found!)"
"946","80.374281","185.125.190.57","192.168.3.13","NTP","90","NTP Version 4, server"
"947","81.007891","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"948","81.340992","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=55/14080, ttl=128 (reply in 949)"
"949","81.363942","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=55/14080, ttl=64 (request in 948)"
"950","81.942638","192.168.3.13","34.128.128.0","TCP","55","[TCP Keep-Alive] 62988  >  443 [ACK] Seq=3349 Ack=4194 Win=64256 Len=1"
"951","81.956103","34.128.128.0","192.168.3.13","TCP","66","[TCP Keep-Alive ACK] 443  >  62988 [ACK] Seq=4194 Ack=3350 Win=267008 Len=0 SLE=3349 SRE=3350"
"952","82.031582","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"953","82.351150","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=56/14336, ttl=128 (reply in 954)"
"954","82.357486","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=56/14336, ttl=64 (request in 953)"
"955","82.857845","192.168.3.13","172.217.30.4","TCP","66","62994  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"956","82.906800","172.217.30.4","192.168.3.13","TCP","66","443  >  62994 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=256"
"957","82.906954","192.168.3.13","172.217.30.4","TCP","54","62994  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"958","82.907449","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 959]"
"959","82.907449","192.168.3.13","172.217.30.4","TLSv1.3","514","Client Hello (SNI=www.google.com)"
"960","82.920132","172.217.30.4","192.168.3.13","TCP","54","443  >  62994 [ACK] Seq=1 Ack=1361 Win=268544 Len=0"
"961","82.920132","172.217.30.4","192.168.3.13","TCP","54","443  >  62994 [ACK] Seq=1 Ack=1821 Win=268288 Len=0"
"962","82.969823","172.217.30.4","192.168.3.13","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"963","82.969823","172.217.30.4","192.168.3.13","TCP","1466","443  >  62994 [PSH, ACK] Seq=1413 Ack=1821 Win=268288 Len=1412 [TCP PDU reassembled in 966]"
"964","82.969962","192.168.3.13","172.217.30.4","TCP","54","62994  >  443 [ACK] Seq=1821 Ack=2825 Win=65280 Len=0"
"965","82.970135","172.217.30.4","192.168.3.13","TCP","1466","443  >  62994 [ACK] Seq=2825 Ack=1821 Win=268288 Len=1412 [TCP PDU reassembled in 966]"
"966","82.970175","172.217.30.4","192.168.3.13","TLSv1.3","1196","Application Data"
"967","82.970192","192.168.3.13","172.217.30.4","TCP","54","62994  >  443 [ACK] Seq=1821 Ack=5379 Win=65280 Len=0"
"968","82.970694","192.168.3.13","172.217.30.4","TLSv1.3","128","Change Cipher Spec, Application Data"
"969","82.970989","192.168.3.13","172.217.30.4","TLSv1.3","146","Application Data"
"970","82.971336","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=1987 Ack=5379 Win=65280 Len=1360 [TCP PDU reassembled in 972]"
"971","82.971336","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=3347 Ack=5379 Win=65280 Len=1360 [TCP PDU reassembled in 972]"
"972","82.971336","192.168.3.13","172.217.30.4","TLSv1.3","509","Application Data"
"973","82.971509","192.168.3.13","172.217.30.4","TLSv1.3","457","Application Data"
"974","83.000716","172.217.30.4","192.168.3.13","TCP","1196","[TCP Spurious Retransmission] 443  >  62994 [PSH, ACK] Seq=4237 Ack=1821 Win=268288 Len=1142 [TCP PDU reassembled in 966]"
"975","83.000774","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 967#1] 62994  >  443 [ACK] Seq=5565 Ack=5379 Win=65280 Len=0 SLE=4237 SRE=5379"
"976","83.015265","192.168.3.13","172.217.30.4","TLSv1.3","268","Application Data"
"977","83.027213","192.168.3.5","192.168.3.255","UDP","62","2008  >  2008 Len=20"
"978","83.028080","172.217.30.4","192.168.3.13","TCP","54","443  >  62994 [ACK] Seq=5379 Ack=1895 Win=268288 Len=0"
"979","83.028080","172.217.30.4","192.168.3.13","TCP","54","443  >  62994 [ACK] Seq=5379 Ack=1987 Win=268288 Len=0"
"980","83.028145","172.217.30.4","192.168.3.13","TLSv1.3","1070","Application Data, Application Data"
"981","83.028145","172.217.30.4","192.168.3.13","TLSv1.3","85","Application Data"
"982","83.028193","192.168.3.13","172.217.30.4","TCP","54","62994  >  443 [ACK] Seq=5779 Ack=6426 Win=64256 Len=0"
"983","83.028396","192.168.3.13","172.217.30.4","TLSv1.3","85","Application Data"
"984","83.030463","192.168.3.13","172.217.30.4","TLSv1.3","122","Application Data"
"985","83.104526","172.217.30.4","192.168.3.13","TCP","54","443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0"
"986","83.223627","192.168.3.13","172.217.30.4","TCP","1414","[TCP Retransmission] 62994  >  443 [PSH, ACK] Seq=4518 Ack=6426 Win=64256 Len=1360"
"987","83.234952","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=5878 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 989]"
"988","83.234952","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=7238 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 989]"
"989","83.234952","192.168.3.13","172.217.30.4","TLSv1.3","74","Application Data"
"990","83.237712","172.217.30.4","192.168.3.13","TCP","1101","[TCP Spurious Retransmission] 443  >  62994 [PSH, ACK] Seq=5379 Ack=3347 Win=267008 Len=1047"
"991","83.237753","192.168.3.13","172.217.30.4","TCP","66","[TCP Dup ACK 982#1] 62994  >  443 [ACK] Seq=8618 Ack=6426 Win=64256 Len=0 SLE=5379 SRE=6426"
"992","83.250699","192.168.3.13","200.192.100.13","TCP","66","62996  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"993","83.250873","192.168.3.13","200.192.100.13","TCP","66","62997  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"994","83.262115","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 985#1] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=5162"
"995","83.262115","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 985#2] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=5565"
"996","83.262196","192.168.3.13","172.217.30.4","TCP","1414","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=3347 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 972]"
"997","83.262280","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 985#3] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=5779"
"998","83.262280","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 985#4] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=5810"
"999","83.262280","172.217.30.4","192.168.3.13","TCP","66","[TCP Dup ACK 985#5] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=5878"
"1000","83.326718","192.168.3.13","172.217.30.4","TLSv1.3","89","Application Data"
"1001","83.344915","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=8653 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 1003]"
"1002","83.344915","192.168.3.13","172.217.30.4","TCP","1414","62994  >  443 [ACK] Seq=10013 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 1003]"
"1003","83.344915","192.168.3.13","172.217.30.4","TLSv1.3","395","Application Data"
"1004","83.364761","192.168.3.13","192.168.3.1","ICMP","142","Echo (ping) request  id=0x0001, seq=57/14592, ttl=128 (reply in 1021)"
"1005","83.461942","192.168.3.13","172.217.30.4","TLSv1.3","89","Application Data"
"1006","83.524821","192.168.3.13","78.37.221.100","BT-DHT","107","Ping"
"1007","83.557996","200.192.100.13","192.168.3.13","TCP","66","53  >  62996 [SYN, ACK] Seq=0 Ack=1 Win=64660 Len=0 MSS=1220 SACK_PERM WS=128"
"1008","83.557996","172.217.30.4","192.168.3.13","TCP","74","[TCP Dup ACK 985#6] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=8598 SRE=8618 SLE=4707 SRE=5878"
"1009","83.557996","200.192.100.13","192.168.3.13","TCP","66","53  >  62997 [SYN, ACK] Seq=0 Ack=1 Win=64660 Len=0 MSS=1220 SACK_PERM WS=128"
"1010","83.558112","192.168.3.13","172.217.30.4","TCP","1414","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=5878 Ack=6426 Win=64256 Len=1360"
"1011","83.558112","192.168.3.13","172.217.30.4","TCP","74","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=7238 Ack=6426 Win=64256 Len=20 [TCP PDU reassembled in 989]"
"1012","83.558198","192.168.3.13","200.192.100.13","TCP","54","62996  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1013","83.558212","192.168.3.13","200.192.100.13","TCP","54","62997  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1014","83.558285","192.168.3.13","200.192.100.13","TCP","56","62996  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1015]"
"1015","83.558344","192.168.3.13","200.192.100.13","DNS","88","Standard query 0x5231 A www.facebook.com"
"1016","83.558398","192.168.3.13","200.192.100.13","TCP","56","62997  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1017]"
"1017","83.558416","192.168.3.13","200.192.100.13","DNS","88","Standard query 0x05c4 HTTPS www.facebook.com"
"1018","83.691503","172.217.30.4","192.168.3.13","TCP","74","[TCP Dup ACK 985#7] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=8598 SRE=8653 SLE=4707 SRE=5878"
"1019","83.691558","192.168.3.13","172.217.30.4","TCP","1414","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=3347 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 972]"
"1020","83.691606","192.168.3.13","172.217.30.4","TCP","89","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=7258 Ack=6426 Win=64256 Len=35 [TCP PDU reassembled in 989]"
"1021","83.876529","192.168.3.1","192.168.3.13","ICMP","142","Echo (ping) reply    id=0x0001, seq=57/14592, ttl=64 (request in 1004)"
"1022","83.877147","172.217.30.4","192.168.3.13","TCP","82","[TCP Dup ACK 985#8] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=11373 SRE=11714 SLE=8598 SRE=8653 SLE=4707 SRE=5878"
"1023","83.877204","192.168.3.13","172.217.30.4","TCP","1359","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=7293 Ack=6426 Win=64256 Len=1305 [TCP PDU reassembled in 989]"
"1024","83.877258","192.168.3.13","172.217.30.4","TCP","450","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=8653 Ack=6426 Win=64256 Len=396"
"1025","83.888256","172.217.30.4","192.168.3.13","TCP","82","[TCP Dup ACK 985#9] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=11373 SRE=11749 SLE=8598 SRE=8653 SLE=4707 SRE=5878"
"1026","83.888308","192.168.3.13","172.217.30.4","TCP","1414","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=9049 Ack=6426 Win=64256 Len=1360 [TCP PDU reassembled in 1003]"
"1027","83.888308","192.168.3.13","172.217.30.4","TCP","89","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=10409 Ack=6426 Win=64256 Len=35 [TCP PDU reassembled in 1003]"
"1028","83.908495","200.192.100.13","192.168.3.13","TCP","54","53  >  62996 [ACK] Seq=1 Ack=3 Win=64768 Len=0"
"1029","83.908495","200.192.100.13","192.168.3.13","TCP","54","53  >  62996 [ACK] Seq=1 Ack=37 Win=64768 Len=0"
"1030","83.908495","200.192.100.13","192.168.3.13","TCP","54","53  >  62997 [ACK] Seq=1 Ack=3 Win=64768 Len=0"
"1031","83.908495","200.192.100.13","192.168.3.13","TCP","54","53  >  62997 [ACK] Seq=1 Ack=37 Win=64768 Len=0"
"1032","83.908495","200.192.100.13","192.168.3.13","DNS","147","Standard query response 0x5231 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.226.35"
"1033","83.908652","200.192.100.13","192.168.3.13","DNS","218","Standard query response 0x05c4 HTTPS www.facebook.com CNAME star-mini.c10r.facebook.com HTTPS HTTPS"
"1034","83.908652","172.217.30.4","192.168.3.13","TCP","90","[TCP Dup ACK 985#10] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=7238 SRE=7258 SLE=11373 SRE=11749 SLE=8598 SRE=8653 SLE=4707 SRE=5878"
"1035","83.908652","172.217.30.4","192.168.3.13","TCP","82","[TCP Dup ACK 985#11] 443  >  62994 [ACK] Seq=6426 Ack=3347 Win=267008 Len=0 SLE=4707 SRE=7258 SLE=11373 SRE=11749 SLE=8598 SRE=8653"
"1036","83.908702","192.168.3.13","172.217.30.4","TCP","1414","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=5878 Ack=6426 Win=64256 Len=1360"
"1037","83.908761","192.168.3.13","172.217.30.4","TCP","74","[TCP Fast Retransmission] 62994  >  443 [ACK] Seq=10444 Ack=6426 Win=64256 Len=20 [TCP PDU reassembled in 1003]"
